benefit_id,period,month,benefit_category,benefit,strategic_theme,business_unit,domain,ai_use_case_id,ai_use_case_name,executive_sponsor,product_owner,delivery_team,status,stage,maturity,actual,target,previous_period,variance_pct,ytd_value,fy_target,unit,confidence,data_source,evidence,contributing_systems,contributing_ai_models,risks,opportunities,dependencies,owner,financial_owner,last_updated,commentary,approval_status,approved_by
BI-FM-002-REUSE,2026-04,April,Reuse,Reuse Score,Reduce vendor request handling time and improve response consistency.,ASOC,Fault Management,FM-002,Resolve Link Test,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,1.9,5,1.8,5.6,1.9,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Improve vendor request response time and contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Test across additional ASOC processes and OPCOs where reusable.,Consistent automated vendor-triggered link testing,Anthony Fernandes,ASOC Finance,2026-06-30,2026-04: reuse potential for Resolve Link Test assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-002-VALUE,2026-05,May,Financial,Annual Benefits Realised,Reduce vendor request handling time and improve response consistency.,ASOC,Fault Management,FM-002,Resolve Link Test,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,30875.01,31666.67,29608.34,4.3,154375.05,380000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Improve vendor request response time and contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,Benefit may plateau without broader domain adoption.,Scale Resolve Link Test across additional ASOC processes and OPCOs where reusable.,Consistent automated vendor-triggered link testing,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-05: Resolve Link Test contributed R value in Fault Management, linked directly to dashboard use case FM-002.",Manager Approved,David Mgcina
BI-FM-002-HOURS,2026-05,May,Operational,Productivity Hours Saved,Reduce vendor request handling time and improve response consistency.,ASOC,Fault Management,FM-002,Resolve Link Test,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,61.8,63.3,59.2,4.4,309.0,760.0,hrs,90,Dashboard AI use-case register; monthly benefit owner update,Improve vendor request response time and contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,Benefit may plateau without broader domain adoption.,Scale Resolve Link Test across additional ASOC processes and OPCOs where reusable.,Consistent automated vendor-triggered link testing,Anthony Fernandes,ASOC Finance,2026-06-30,2026-05: productivity hours saved from automation/reduced manual effort for Resolve Link Test.,Manager Approved,David Mgcina
BI-FM-002-MTTR,2026-05,May,Operational,MTTR Improvement,Reduce vendor request handling time and improve response consistency.,ASOC,Fault Management,FM-002,Resolve Link Test,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.0,2.0,1.9,5.3,2.0,2.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Improve vendor request response time and contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,Benefit may plateau without broader domain adoption.,Scale Resolve Link Test across additional ASOC processes and OPCOs where reusable.,Consistent automated vendor-triggered link testing,Anthony Fernandes,ASOC Finance,2026-06-30,2026-05: MTTR contribution tracked for Resolve Link Test in Fault Management.,Manager Approved,David Mgcina
BI-FM-002-REUSE,2026-05,May,Reuse,Reuse Score,Reduce vendor request handling time and improve response consistency.,ASOC,Fault Management,FM-002,Resolve Link Test,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,1.9,5,1.8,5.6,1.9,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Improve vendor request response time and contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,Benefit may plateau without broader domain adoption.,Scale Resolve Link Test across additional ASOC processes and OPCOs where reusable.,Consistent automated vendor-triggered link testing,Anthony Fernandes,ASOC Finance,2026-06-30,2026-05: reuse potential for Resolve Link Test assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-002-VALUE,2026-06,June,Financial,Annual Benefits Realised,Reduce vendor request handling time and improve response consistency.,ASOC,Fault Management,FM-002,Resolve Link Test,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,32910.17,31666.67,31643.5,4.0,197461.02,380000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Improve vendor request response time and contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,Benefit may plateau without broader domain adoption.,Scale Resolve Link Test across additional ASOC processes and OPCOs where reusable.,Consistent automated vendor-triggered link testing,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-06: Resolve Link Test contributed R value in Fault Management, linked directly to dashboard use case FM-002.",Manager Approved,David Mgcina
BI-FM-002-HOURS,2026-06,June,Operational,Productivity Hours Saved,Reduce vendor request handling time and improve response consistency.,ASOC,Fault Management,FM-002,Resolve Link Test,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,65.8,63.3,63.3,3.9,394.8,760.0,hrs,90,Dashboard AI use-case register; monthly benefit owner update,Improve vendor request response time and contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,Benefit may plateau without broader domain adoption.,Scale Resolve Link Test across additional ASOC processes and OPCOs where reusable.,Consistent automated vendor-triggered link testing,Anthony Fernandes,ASOC Finance,2026-06-30,2026-06: productivity hours saved from automation/reduced manual effort for Resolve Link Test.,Manager Approved,David Mgcina
BI-FM-002-MTTR,2026-06,June,Operational,MTTR Improvement,Reduce vendor request handling time and improve response consistency.,ASOC,Fault Management,FM-002,Resolve Link Test,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.1,2.0,2.0,5.0,2.1,2.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Improve vendor request response time and contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,Benefit may plateau without broader domain adoption.,Scale Resolve Link Test across additional ASOC processes and OPCOs where reusable.,Consistent automated vendor-triggered link testing,Anthony Fernandes,ASOC Finance,2026-06-30,2026-06: MTTR contribution tracked for Resolve Link Test in Fault Management.,Manager Approved,David Mgcina
BI-FM-002-REUSE,2026-06,June,Reuse,Reuse Score,Reduce vendor request handling time and improve response consistency.,ASOC,Fault Management,FM-002,Resolve Link Test,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.0,5,1.9,5.3,2.0,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Improve vendor request response time and contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,Benefit may plateau without broader domain adoption.,Scale Resolve Link Test across additional ASOC processes and OPCOs where reusable.,Consistent automated vendor-triggered link testing,Anthony Fernandes,ASOC Finance,2026-06-30,2026-06: reuse potential for Resolve Link Test assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-003-VALUE,2026-01,January,Financial,Annual Benefits Realised,Reduce multi-tool troubleshooting effort and speed up transmission link diagnostics.,ASOC,Fault Management,FM-003,Resolve Link Troubleshooter,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,27584.89,35000.0,26184.89,5.3,27584.89,420000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Troubleshooter across additional ASOC processes and OPCOs where reusable.,Standardised automated link troubleshooting,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-01: Resolve Link Troubleshooter contributed R value in Fault Management, linked directly to dashboard use case FM-003.",Manager Approved,David Mgcina
BI-FM-003-HOURS,2026-01,January,Operational,Productivity Hours Saved,Reduce multi-tool troubleshooting effort and speed up transmission link diagnostics.,ASOC,Fault Management,FM-003,Resolve Link Troubleshooter,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,55.2,70.0,52.4,5.3,55.2,840.0,hrs,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Troubleshooter across additional ASOC processes and OPCOs where reusable.,Standardised automated link troubleshooting,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: productivity hours saved from automation/reduced manual effort for Resolve Link Troubleshooter.,Manager Approved,David Mgcina
BI-FM-003-MTTR,2026-01,January,Operational,MTTR Improvement,Reduce multi-tool troubleshooting effort and speed up transmission link diagnostics.,ASOC,Fault Management,FM-003,Resolve Link Troubleshooter,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.4,3.0,2.2,9.1,2.4,3.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Troubleshooter across additional ASOC processes and OPCOs where reusable.,Standardised automated link troubleshooting,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: MTTR contribution tracked for Resolve Link Troubleshooter in Fault Management.,Manager Approved,David Mgcina
BI-FM-003-REUSE,2026-01,January,Reuse,Reuse Score,Reduce multi-tool troubleshooting effort and speed up transmission link diagnostics.,ASOC,Fault Management,FM-003,Resolve Link Troubleshooter,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,1.8,5,1.7,5.9,1.8,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Troubleshooter across additional ASOC processes and OPCOs where reusable.,Standardised automated link troubleshooting,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: reuse potential for Resolve Link Troubleshooter assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-003-VALUE,2026-02,February,Financial,Annual Benefits Realised,Reduce multi-tool troubleshooting effort and speed up transmission link diagnostics.,ASOC,Fault Management,FM-003,Resolve Link Troubleshooter,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,29742.55,35000.0,28342.55,4.9,59485.1,420000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Troubleshooter across additional ASOC processes and OPCOs where reusable.,Standardised automated link troubleshooting,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-02: Resolve Link Troubleshooter contributed R value in Fault Management, linked directly to dashboard use case FM-003.",Manager Approved,David Mgcina
BI-FM-003-HOURS,2026-02,February,Operational,Productivity Hours Saved,Reduce multi-tool troubleshooting effort and speed up transmission link diagnostics.,ASOC,Fault Management,FM-003,Resolve Link Troubleshooter,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,59.5,70.0,56.7,4.9,119.0,840.0,hrs,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Troubleshooter across additional ASOC processes and OPCOs where reusable.,Standardised automated link troubleshooting,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: productivity hours saved from automation/reduced manual effort for Resolve Link Troubleshooter.,Manager Approved,David Mgcina
BI-FM-003-MTTR,2026-02,February,Operational,MTTR Improvement,Reduce multi-tool troubleshooting effort and speed up transmission link diagnostics.,ASOC,Fault Management,FM-003,Resolve Link Troubleshooter,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.5,3.0,2.4,4.2,2.5,3.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Troubleshooter across additional ASOC processes and OPCOs where reusable.,Standardised automated link troubleshooting,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: MTTR contribution tracked for Resolve Link Troubleshooter in Fault Management.,Manager Approved,David Mgcina
BI-FM-003-REUSE,2026-02,February,Reuse,Reuse Score,Reduce multi-tool troubleshooting effort and speed up transmission link diagnostics.,ASOC,Fault Management,FM-003,Resolve Link Troubleshooter,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,1.8,5,1.7,5.9,1.8,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Troubleshooter across additional ASOC processes and OPCOs where reusable.,Standardised automated link troubleshooting,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: reuse potential for Resolve Link Troubleshooter assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-003-VALUE,2026-03,March,Financial,Annual Benefits Realised,Reduce multi-tool troubleshooting effort and speed up transmission link diagnostics.,ASOC,Fault Management,FM-003,Resolve Link Troubleshooter,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,31263.48,35000.0,29863.48,4.7,93790.44,420000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Resolve Link Troubleshooter across additional ASOC processes and OPCOs where reusable.,Standardised automated link troubleshooting,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-03: Resolve Link Troubleshooter contributed R value in Fault Management, linked directly to dashboard use case FM-003.",Manager Approved,David Mgcina
